FoodID,FoodCode,FoodGroupID,FoodSourceID,FoodDescription,FoodDescriptionF,FoodDateOfEntry,FoodDateOfPublication,CountryCode,ScientificName,Carbs,Calories,Fats,Fibre,Protein,Sugars
501819,6596,18,38,"Granola bar, crunchy, plain","Barre granola, croquante, nature",2009-04-30,,,,64.39,480.0,21.51,6.2,9.01,26.41
501820,6597,18,38,"Granola bar, crunchy, fruit and/or nut","Barre granola, croquante, fruits et/ou noix",2009-04-30,,,,65.15,471.0,20.89,6.5,8.88,25.53
501821,6598,18,38,"Granola bar, cereal bar, Oatmeal to go, all flavours, Quaker","Barre granola/céréales, Gruau sur le pouce, toutes saveurs, Quaker",2009-04-30,,,,70.05,390.0,12.75,5.3,7.1,25.29
501822,6599,18,38,"Granola bar, chewy, fruit flavour, yogourt coated","Barre granola, tendre, saveurs de fruits, enrobée de yogourt",2009-04-30,,,,72.32,401.0,14.31,4.3,4.98,34.08
501823,6600,18,38,"Granola bar, chewy, chocolate coated, all flavours","Barre granola, tendre, enrobée de chocolat, toutes saveurs",2009-04-30,,,,69.42,425.0,18.4,2.7,4.8,40.5
501824,6601,18,38,"Granola bar, chewy, chocolate chip","Barre granola, tendre, grains de chocolat",2009-04-30,,,,72.15,397.0,13.4,4.8,5.29,25.64
501825,6602,18,38,"Granola bar, chewy, fruit and/or nut","Barre granola, tendre, fruits et/ou noix",2009-04-30,,,,69.94,406.0,11.72,8.5,7.88,26.93
501826,6603,18,38,"Granola bar, chewy, low fat","Barre granola, tendre, faible en gras",2009-05-01,,,,74.66,371.0,8.67,5.4,6.37,27.1
501827,6604,18,38,"Granola bar, chewy, sweet and salty","Barre granola, tendre, salée et sucrée",2009-05-01,,,,64.65,427.0,18.64,5.9,9.74,28.01
501828,6605,1,36,"Egg, chicken, white, fresh or frozen, cooked","Oeuf, poule, blanc, frais ou congelé, cuit",2009-05-05,,,,1.18,48.0,0.0,0.0,9.99,0.71
501829,6606,18,0,"Indian, bread, naan","Indien, pain naan",2009-05-05,,28307.0,,50.43,291.0,5.65,2.2,9.62,3.55
501830,6607,18,36,"Dumpling, plain","Dumpling, nature",2009-05-05,,,,21.64,197.0,10.72,0.8,3.49,1.26
501831,6608,18,36,"Pancake, buckwheat, dry mix, incomplete, prepared (with egg, oil, milk)","Crêpe, sarrazin, mélange sec imcomplet, préparé (avec oeuf, huile et lait)",2009-05-05,,,,24.43,178.0,6.58,2.5,6.71,5.25
501832,6609,18,36,"Muffin, blueberry, dry mix, prepared","Muffin, bleuets, mélange sec, préparé",2009-05-06,,,,44.93,282.0,8.72,,5.41,
501833,6610,18,36,"Muffin, wheat bran, dry mix, prepared","Muffin, son de blé, mélange sec, préparé",2009-05-06,,,,50.24,294.0,9.85,,6.79,
501834,6611,18,36,"Muffin, wheat bran, with raisins, homemade","Muffin, son de blé, avec raisins secs, fait maison",2009-05-06,,,,56.76,350.0,13.29,0.7,6.9,22.41
501835,6612,11,36,"Vegetables, asian mix, frozen, boiled, drained (broccoli, green beans, mini corn, snow peas, red pepper)","Légumes, mélange asiatique, congelés, bouillis, drainés (brocoli, haricots verts, maïs miniature, pois mange-tout, poivron rouge)",2009-05-08,,,,8.38,39.0,0.37,2.4,1.98,2.78
501836,6613,11,36,"Vegetables, broccoli and cauliflower, frozen, boiled, drained","Légumes, brocoli et chou-fleur, congelé, bouilli, drainé",2009-05-08,,,,4.56,24.0,0.16,2.5,2.36,1.25
501837,6614,11,36,"Potato, scalloped, dry mix, prepared with water, 2% milk and margarine","Pomme de terre, en escalopes, mélange sec, préparé avec eau, lait 2% et margarine",2009-05-08,,,,12.84,93.0,3.82,0.8,2.3,
501838,6615,11,36,"Potato, mashed, prepared from flakes without milk, 2% milk and margarine added","Pomme de terre, purée, préparée à partir de flocons sans lait, lait 2% et margarine ajoutés",2009-05-08,,,,17.11,109.0,3.57,1.2,2.58,
501839,6616,11,36,"Lettuce, spring mix (mesclun)","Laitue, mélange mesclun",2009-05-08,,,,3.58,21.0,0.33,1.8,1.9,0.82
501840,6617,11,36,"Fiddlehead greens (ferns), frozen, boiled, drained","Crosses de fougères (têtes de violon), congelées, bouillies, drainées",2009-05-08,,,,5.74,34.0,0.35,1.9,4.31,
501841,6618,11,36,"Artichoke, canned","Artichaut, conserve",2009-05-08,,,,11.13,50.0,0.16,3.9,3.46,0.99
501842,6619,18,36,"Bread pudding, with raisins, homemade","Pouding au pain, avec raisins secs, fait maison",2009-05-08,,,,23.4,153.0,4.83,0.9,5.23,14.67
501843,6620,18,36,"Sugar pie, 1 crust, homemade","Tarte au sucre, 1 croûte, faite maison",2009-05-08,,,,35.57,462.0,35.67,0.6,3.31,19.92
501844,6621,18,36,"Butter tart, with raisins, homemade","Tartelette au beurre, avec raisins secs, faite maison",2009-05-08,,,,52.87,459.0,26.36,1.3,4.52,28.44
501845,6622,18,36,"Cake, yellow (plus streusel), pudding-type, dry mix, prepared, with icing","Gâteau, jaune (avec streusel), type pouding, mélange sec préparé, avec glaçage",2009-05-08,,,,58.52,366.0,14.04,,3.3,43.47
501846,6623,18,36,"Cake, white, pudding-type, dry mix, prepared, with chocolate icing","Gâteau, blanc, type pouding, mélange sec, préparé, avec glaçage au chocolat",2009-05-08,,,,60.78,366.0,13.28,0.9,2.75,46.57
501847,6624,18,36,"Cake, pound, homemade","Gâteau quatre-quarts, fait maison",2009-05-08,,,,45.84,429.0,25.28,0.5,5.64,24.67
501848,6625,18,36,"Cake, gingerbread, dry mix, prepared, without icing","Gâteau, pain d'épices, mélange sec, préparé, sans glaçage",2009-05-11,,,,50.62,308.0,10.2,1.2,4.0,31.6
501849,6626,18,36,"Cake, chocolate, homemade, with chocolate icing (frosting)","Gâteau, chocolat, fait maison, avec glaçage au chocolat",2009-05-11,,,,61.61,374.0,14.38,1.7,3.54,47.65
501850,6627,18,36,"Cake, chocolate, pudding-type, dry mix, prepared, with chocolate icing (frosting)","Gâteau, chocolat, type pouding, mélange sec, préparé, avec glaçage au chocolat",2009-05-12,,,,56.38,365.0,15.7,1.8,3.32,43.37
501851,6628,18,36,"Cheesecake, plain, with cherry topping, homemade","Gâteau au fromage, nature, avec garniture aux cerises, fait maison",2009-05-12,,,,32.74,273.0,13.58,0.5,6.22,26.61
501852,6629,18,36,"Cake, carrot, homemade, with cream cheese icing","Gâteau, carottes, fait maison, avec glaçage au fromage à la crème",2009-05-12,,,,52.88,407.0,20.85,1.1,3.82,38.99
501853,6630,18,36,"Cookie, shortbread, plain, homemade","Biscuit, sablé, nature, fait maison",2009-05-12,,,,56.44,560.0,35.42,1.5,5.27,20.23
501854,6631,18,36,"Muffin, carrot, commercial","Muffin, carottes, commercial",2009-05-13,,,,43.85,305.0,12.02,1.7,5.93,14.9
501855,6632,18,36,"Muffin, chocolate chip, commercial","Muffin, grains de chocolat, commercial",2009-05-13,,,,46.35,320.0,12.4,2.0,7.26,12.9
501857,6634,14,36,"Instant breakfast, powder, prepared with 2% milk","Déjeuner instantané, poudre, préparé avec lait 2%",2009-05-13,,,,13.29,93.0,1.95,,5.81,
501858,6635,14,36,"Instant breakfast, powder, chocolate, prepared with 2% milk","Déjeuner instantané, poudre, chocolat, préparé avec lait 2%",2009-05-13,,,,13.11,90.0,1.9,0.1,5.48,13.05
501859,6636,14,36,"Hot chocolate, mix, powder, prepared with 2% milk","Chocolat chaud, mélange sec, préparé avec lait 2%",2009-05-13,,,,7.84,62.0,2.04,0.1,3.39,7.42
501861,6638,9,36,"Fruit salad, tropical (pineapple, red and yellow papaya), canned, juice pack, solids and liquid","Fruits tropicaux, salade (ananas, papaye rouge et jaune), conserve, dans du jus, solides et liquide",2009-05-13,,,,15.01,58.0,0.08,1.0,0.4,
501862,6639,1,36,"Cream, whipping, 35% M.F., sweetened, whipped","Crème à fouetter, 35% M.G. sucrée, fouettée",2009-05-13,,,,8.59,332.0,32.93,0.0,1.97,5.91
501863,6640,1,36,"Dessert topping (non dairy), powdered, prepared with 2% milk","Garniture à dessert (non laitière), poudre, préparée avec lait 2%",2009-05-13,,,,16.84,181.0,11.38,0.0,3.7,16.84
501864,6641,19,36,"Dessert, pudding, all flavours except chocolate, instant, dry mix, prepared with 2% milk","Dessert, pouding, toutes saveurs sauf chocolat, instantané, mélange sec, préparé avec lait 2%",2009-05-13,,,,20.06,107.0,1.74,0.1,2.84,17.85
501865,6642,20,38,"Grains, wheat flour, white, all purpose, unbleached","Grains céréaliers, farine de blé, blanche, tout usage, non blanchie",2009-05-14,,,,72.35,366.0,2.24,2.7,12.17,0.54
501866,6643,20,0,"Restaurant, Chinese, noodles, crunchy","Restaurant chinois, nouilles, croquantes",2009-05-14,2009-05-14,20118.0,,51.9,522.0,31.72,1.9,10.33,0.25
501868,6645,5,0,"Chicken, broiler, back, meat, cooked, rotisserie, with seasoning","Poulet à griller, dos, viande, cuite, rôtisserie, avec assaisonnement",2009-05-14,2009-05-14,5341.0,,0.0,205.0,11.54,0.0,25.34,0.0
501869,6646,5,0,"Chicken, broiler, breast, meat, cooked, rotisserie, with seasoning","Poulet à griller, poitrine, viande, cuite, rôtisserie, avec assaisonnement",2009-05-14,2009-05-14,5342.0,,0.0,137.0,2.79,0.0,28.0,0.0
501870,6647,5,0,"Chicken, broiler, drumstick, meat, cooked, rotisserie, with seasoning","Poulet à griller, pilon, viande, cuite, rôtisserie, avec assaisonnement",2009-05-14,2009-05-14,5343.0,,0.0,176.0,6.81,0.0,28.74,0.0
501871,6648,5,0,"Chicken, broiler, skin, cooked, rotisserie, with seasoning","Poulet à griller, peau, cuite, rôtisserie, avec assaisonnement",2009-05-14,2009-05-14,5344.0,,0.11,406.0,37.24,0.0,17.66,0.0
501872,6649,5,0,"Chicken, broiler, thigh, meat, cooked, rotisserie, with seasoning","Poulet à griller, cuisse, viande, cuite, rôtisserie, avec assaisonnement",2009-05-14,2009-05-14,5345.0,,0.0,196.0,11.09,0.0,24.06,0.0
501873,6650,5,0,"Chicken, broiler, wing, meat, cooked, rotisserie, with seasoning","Poulet à griller, aile, viande, cuite, rôtisserie, avec assaisonnement",2009-05-14,2009-05-14,5346.0,,0.0,197.0,9.53,0.0,27.69,0.0
501874,6651,5,0,"Chicken, broiler, back, meat and skin, cooked, rotisserie, with seasoning","Poulet à griller, dos, viande et peau, cuites, rôtisserie, avec assaisonnement",2009-05-14,2009-05-14,5347.0,,0.03,260.0,18.59,0.0,23.23,0.0
501875,6652,5,0,"Chicken, broiler, breast, meat and skin, cooked, rotisserie, with seasoning","Poulet à griller, poitrine, viande et peau, cuites, rôtisserie, avec assaisonnement",2009-05-14,2009-05-14,5348.0,,0.02,184.0,8.18,0.0,27.48,0.0
501876,6653,5,0,"Chicken, broiler, drumstick, meat and skin, cooked, rotisserie, with seasoning","Poulet à griller, pilon, viande et peau, cuites, rôtisserie, avec assaisonnement",2009-05-14,2009-05-14,5349.0,,0.02,215.0,11.98,0.0,26.86,0.0
501877,6654,5,0,"Chicken, broiler, thigh, meat and skin, cooked, rotisserie, with seasoning","Poulet à griller, cuisse, viande et peau, cuites, rôtisserie, avec assaisonnement",2009-05-14,2009-05-14,5351.0,,0.02,233.0,15.7,0.0,22.93,0.0
501878,6655,5,0,"Chicken, broiler, wing, meat and skin, cooked, rotisserie, with seasoning","Poulet à griller, aile, viande et peau, cuites, rôtisserie, avec assaisonnement",2009-05-14,2009-05-14,5352.0,,0.04,267.0,18.77,0.0,24.34,0.0
501879,6656,8,0,"Cereal, ready to eat, honey almond flax, Kashi","Céréale, prête-à-manger, miel, amandes et graines de lin, Kashi",2009-05-14,2009-05-14,8560.0,,67.0,381.0,8.3,16.2,16.6,23.0
501882,6659,9,0,"Blueberry, wild, frozen","Bleuet sauvage, congelé",2009-05-14,2009-05-14,9053.0,,13.85,57.0,0.16,4.4,0.0,7.04
501883,6660,9,0,"Grape juice, canned or bottled, unsweetened, with added vitamin C","Raisin, jus, conserve ou bouteille, sans sucre ajouté, vitamine C ajoutée",2009-05-14,2009-05-14,9130.0,,14.77,60.0,0.13,0.2,0.37,14.2
501884,6661,9,0,"Pomegranate juice, ready-to-drink","Jus de grenade, prêt-à-boire",2009-05-14,2009-05-14,9442.0,,13.13,55.0,0.29,0.1,0.15,12.65
501885,6662,9,0,"Juice, apple and grape, with added vitamin C","Jus, pommes et raisins, vitamine C ajoutée",2009-05-14,2009-05-14,9443.0,,12.46,50.0,0.12,0.2,0.16,10.92
501886,6663,11,0,"Beans, snap (Italian, green or yellow), frozen, microwaved","Haricots italiens, jaunes ou verts, congelés, cuits au four micro-ondes",2009-05-14,2009-05-14,11062.0,,6.98,39.0,0.41,3.4,1.98,2.6
501887,6664,11,0,"Corn, sweet, yellow, frozen, kernels cut off the cob, microwaved","Maïs sucré, jaune, congelé, en grains, cuit au four micro-ondes",2009-05-14,2009-05-14,11182.0,,25.87,131.0,1.42,2.6,3.62,3.36
501888,6665,16,0,"Refried beans, canned, vegetarian","Haricots, sautés (frigoles refrits), conserve, végétarien",2009-05-14,2009-05-14,16171.0,,13.5,83.0,0.87,4.7,5.28,0.59
501889,6666,14,0,"Plant-based beverage, soy, enriched, with Omega-3 fatty acids added","Boisson à base de plantes, soya, enrichie, avec acides gras oméga-3 ajoutés",2009-05-14,2009-05-14,16241.0,,3.29,45.0,2.06,0.4,2.88,2.47
501890,6667,16,0,"Coffee whitener (non dairy), liquid, soy creamer","Colorant à café (non laitier), liquide, soya",2009-05-14,2009-05-14,16260.0,,6.67,100.0,6.67,0.0,0.0,0.0
501891,6668,18,0,"Pie crust, cookie-type, graham cracker, ready-to-serve","Croûte de tarte, type biscuit, graham, prête à servir",2009-05-14,2009-05-14,18942.0,,64.3,501.0,24.83,1.9,5.1,18.13
501892,6669,18,0,"Pie crust, cookie-type, chocolate, ready-to-serve","Croûte de tarte, type biscuit, chocolat, prête à servir",2009-05-14,2009-05-14,18943.0,,64.48,484.0,22.42,2.7,6.08,26.31
501893,6670,19,0,"Candies, chocolate, dark, 45-59% cacao solids","Bonbons, chocolat noir, 45-59% solides de cacao",2009-05-14,2009-05-14,19902.0,,61.17,546.0,31.28,7.0,4.88,47.9
501894,6671,19,0,"Candies, chocolate, dark, 60-69% cacao solids","Bonbons, chocolat noir, 60-69% solides de cacao",2009-05-14,2009-05-14,19903.0,,52.42,579.0,38.31,8.0,6.12,36.71
501895,6672,19,0,"Candies, chocolate, dark, 70-85% cacao solids","Bonbons, chocolat noir, 70-85% solides de cacao",2009-05-14,2009-05-14,19904.0,,45.9,599.0,42.63,10.9,7.79,23.99
501896,6673,19,0,"Candies, chocolate, dark, not further specified","Bonbons, chocolat noir, non spécifié",2009-05-14,2009-05-14,19905.0,,59.97,550.0,32.2,7.2,5.09,46.14
501897,6674,20,0,"Grains, amaranth, cooked","Grains céréaliers, amarante, cuit",2009-05-14,2009-05-14,20002.0,Amaranthus spp.,18.69,103.0,1.58,2.1,3.8,0.47
501898,6675,20,0,"Grains, rice, white, steamed, Chinese restaurant","Grains céréaliers, riz, blanc, cuit à la vapeur, restaurant chinois",2009-05-14,2009-05-14,20058.0,,33.88,151.0,0.27,0.9,3.2,
501899,6676,20,0,"Grains, corn flour, blue, whole-grain","Grains céréaliers, farine de maïs, bleue, grains entiers",2009-05-14,2009-05-14,20315.0,,73.89,364.0,5.09,8.4,8.75,
501900,6677,25,0,"Snacks, SUNCHIPS, French Onion flavour","Grignotises, SUNCHIPS, saveur d'oignon",2009-05-14,2009-05-14,25022.0,,65.49,496.0,22.15,7.8,8.68,8.82
501901,6678,25,0,"Snacks, SUNCHIPS, Harvest Cheddar flavour","Grignotises, SUNCHIPS, saveur de fromage",2009-05-14,2009-05-14,25023.0,,64.7,491.0,22.22,8.1,8.08,7.05
501902,6679,25,0,"Snacks, plantain chips","Grignotises, croustilles de plantain",2009-05-14,2009-05-14,25027.0,,63.84,531.0,29.59,3.5,2.28,0.92
501903,6680,25,0,"Snacks, tortilla chips, plain, yellow corn","Grignotises, croustilles, tortilla, nature, maïs jaune",2009-05-14,2009-05-14,25028.0,,67.38,497.0,22.33,4.7,6.62,1.21
501904,6681,6,0,"Chinese dish, soup, egg drop, restaurant prepared","Mets chinois, soupe aux oeufs (potage aux oeufs), préparée au restaurant",2009-05-14,2009-05-14,27000.0,,4.29,27.0,0.61,0.4,1.16,0.09
501905,6682,6,0,"Chinese dish, soup, hot and sour, restaurant prepared","Mets chinois, soupe, aigre-piquante, préparée au restaurant",2009-05-14,2009-05-14,27001.0,,4.35,39.0,1.21,0.5,2.58,0.42
501906,6683,6,0,"Soup, wonton (won ton), restaurant prepared","Soupe, wonton (won ton), préparée au restaurant",2009-05-14,2009-05-14,27002.0,,5.25,32.0,0.26,0.2,2.08,0.34
501908,6685,17,28,"Game meat, native, sea lion, stellar, liver, raw","Gibier, viande, otarie de Steller, foie, cru",2009-05-14,2009-05-14,35226.0,,0.0,137.0,5.0,0.0,22.9,0.0
501909,6686,17,28,"Game meat, native, sea lion, stellar, kidney, raw","Gibier, viande, otarie de Steller, rein, cru",2009-05-14,2009-05-14,35227.0,Eumetopias jubatus,1.4,93.0,1.7,,18.1,
501910,6687,17,28,"Game meat, native, sea lion, stellar, heart, raw","Gibier, viande, otarie de Steller, coeur, cru",2009-05-14,2009-05-14,35228.0,Eumetopias jubatus,1.0,102.0,3.3,,17.0,
501911,6688,17,28,"Game meat, native, sea lion, stellar, meat, raw","Gibier, viande, otarie de Steller, viande, cru",2009-05-14,2009-05-14,35229.0,,0.0,120.0,1.88,0.0,25.85,0.0
501912,6689,17,28,"Game meat, native, sea lion, stellar, meat with fat, raw","Gibier, viande, otarie de Steller, viande et gras, cru",2009-05-14,2009-05-14,35230.0,,5.55,242.0,14.65,,22.1,
501913,6690,17,28,"Game meat, native, sea lion, stellar, fat","Gibier, viande, otarie de Steller, gras",2009-05-14,2009-05-14,35231.0,,0.0,850.0,94.0,0.0,0.9,0.0
501914,6691,8,23,"Cereal, hot, oats, instant: reduced sugar, apples and cinnamon, dry, Quaker","Céréale, chaude, avoine (gruau), instantanée: réduite en sucre, pommes et cannelle, sèche, Quaker",2009-05-15,,,,73.97,385.0,5.3,9.3,10.37,19.32
501915,6692,8,23,"Cereal, hot, oats, instant: reduced sugar, apples and cinnamon, prepared, Quaker","Céréale, chaude, avoine (gruau), instantanée: réduite en sucre, pommes et cannelle, préparée, Quaker",2009-05-15,,,,14.98,78.0,1.07,1.9,2.1,3.91
501916,6693,8,23,"Cereal, hot, oats, instant: reduced sugar, brown sugar cinnamon, dry, Quaker","Céréale, chaude, avoine (gruau), instantanée: réduite en sucre, cassonnade et cannelle, sèche, Quaker",2009-05-15,,,,74.2,384.0,5.22,8.0,10.14,19.87
501917,6694,8,23,"Cereal, hot, oats, instant: reduced sugar, brown sugar cinnamon, prepared, Quaker","Céréale, chaude, avoine (gruau), instantanée: réduite en sucre: cassonnade et cannelle, préparée, Quaker",2009-05-15,,,,15.85,82.0,1.11,1.7,2.17,4.24
501918,6695,8,23,"Cereal, hot, oats, instant: Weight Control, Maple and Brown Sugar, dry, Quaker","Céréale, chaude, avoine (gruau), poids contrôle, érable et cassonade, sèche, Quaker",2009-05-15,,,,68.82,382.0,4.84,16.1,15.43,14.28
501922,6696,8,23,"Cereal, hot, oats, instant: Weight Control, Maple and Brown Sugar, prepared, Quaker","Céréale, chaude, avoine (gruau), poids contrôle, érable et cassonade, préparée, Quaker",2009-05-15,,,,17.32,96.0,1.22,4.1,3.88,3.59
501923,6697,8,23,"Cereal, hot, oats, instant: Weight Control, Cinnamon, dry, Quaker","Céréale, chaude, avoine (gruau), poids contrôle, canelle, sèche, Quaker",2009-05-15,,,,68.74,381.0,4.9,16.3,15.56,13.9
501924,6698,8,23,"Cereal, hot, oats, instant: Weight Control, Cinnamon, prepared, Quaker","Céréale, chaude, avoine (gruau), poids contrôle, canelle, préparée, Quaker",2009-05-15,,,,17.31,96.0,1.23,4.1,3.92,3.5
501925,6699,8,26,"Cereal, ready to eat, Oatmeal Squares, Maple & Brown Sugar, Quaker","Céréale, prête-à-manger, Squares: à l'avoine, érable et cassonnade, Quaker",2009-05-15,,,,80.12,401.0,4.57,7.0,9.88,26.56
501926,6700,8,38,"Cereal, ready to eat, Life, Toasted Cinnamon, Quaker","Céréale, prête-à-manger, Life, cannelle, Quaker",2009-05-15,2011-02-17,,,79.6,383.0,3.84,7.6,9.0,28.7
501929,6703,14,36,"Tea, chai latte, prepared with whole milk","Thé chaï, préparé avec lait entier",2009-05-19,,,,10.92,68.0,2.14,0.0,2.12,10.84
501930,6704,14,36,"Coffee latte, prepared with whole milk","Café au lait, préparé avec lait entier",2009-05-19,,,,3.38,39.0,2.16,0.0,2.11,3.38
501931,6705,14,36,"Vodka cooler, fruit flavours","Cooler à la vodka, saveurs de fruits",2009-05-20,,,,8.54,57.0,0.15,0.1,0.11,4.67
501932,6706,14,36,"Alcohol, cocktail, margarita","Acoolisé, cocktail, margarita",2009-05-20,,,,4.33,188.0,0.05,0.1,0.05,3.18
501933,6707,14,36,Sangria,Sangria,2009-05-20,,,,10.12,72.0,0.03,,0.19,8.33
501934,6708,7,36,Cretons,Cretons,2009-05-27,,,,4.75,321.0,26.23,0.1,15.35,0.32
501935,6709,15,36,"Fish, battered and fried","Poisson, en pâte à frire, frit",2009-05-27,,,,6.23,197.0,11.19,0.2,16.91,0.41
501936,6710,15,36,Fish cake or patty,"Poisson, beignet (fricadelle)",2009-05-27,,,,12.52,200.0,10.43,0.8,13.69,0.78
501942,6712,15,36,"Mollusks, squid (calamari), mixed species, breaded and fried","Mollusques, calmar, espèces diverses, panées et frites",2009-05-28,,,,11.6,196.0,8.84,0.5,17.54,0.85
501943,6713,15,36,"Fish, cod (scrod), Atlantic, dried and salted, soaked in water","Poisson, morue de l'atlantique, déshydratée et salée, trempée dans l'eau",2009-05-28,,,,0.0,83.0,0.68,0.0,17.9,0.0
501944,6714,1,36,"Egg, chicken, Western omelet, with peppers, onion and ham","Oeuf, poule, omelette de l'Ouest (''Western''), avec poivrons verts, oignons et jambon",2009-05-28,,,,3.34,150.0,10.71,0.2,10.82,1.99
